sample_name	protocol	organism	read1	read2	read_type	anno_name	TSS_name	File_mb	Read_type	Genome	Raw_reads	Fastq_reads	Trimmed_reads	Trim_loss_rate	Aligned_reads_rCRSd	Alignment_rate_rCRSd	Aligned_reads_human_repeats	Alignment_rate_human_repeats	Mapped_reads	QC_filtered_reads	Aligned_reads	Alignment_rate	Total_efficiency	Mitochondrial_reads	NRF	PBC1	PBC2	Unmapped_reads	Duplicate_reads	Dedup_aligned_reads	Dedup_alignment_rate	Dedup_total_efficiency	TSS_Score	Peak_count	FRiP	Time	Success
109_40570510_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_40570510_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_40570510_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1053.3832	paired	hg38	24340972	24340972	24340818	0.0	3689656.0	15.16	1041668.0	4.28	19310484	1187534.0	18122950	74.45	74.45	3261.0	0.91	0.95	20.59	299010.0	462590	17660360.0	72.55	72.55	18.3461017605	47500	0.32442720418	2:40:18	12-16-20:25:00
109_41778703_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_41778703_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_41778703_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1169.5979	paired	hg38	27554102	27554102	27553956	0.0	1400166.0	5.08	1809218.0	6.57	24051687	1723083.0	22328604	81.04	81.04	1314.0	0.92	0.96	25.62	292885.0	434425	21894179.0	79.46	79.46	8.46959277729	16837	0.0570337491766	3:10:00	12-16-20:54:42
109_41952305_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_41952305_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_41952305_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1136.4005	paired	hg38	26491632	26491632	26491528	0.0	3492098.0	13.18	1297360.0	4.9	21433587	1317137.0	20116450	75.94	75.94	3651.0	0.87	0.93	15.26	268483.0	673832	19442618.0	73.39	73.39	16.1828242005	35626	0.242865962931	1:50:25	12-16-19:35:07
109_42311711_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_42311711_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_42311711_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1961.6287	paired	hg38	45967746	45967746	45966876	0.0	3189026.0	6.94	2781668.0	6.05	39521219	2613291.0	36907928	80.29	80.29	2894.0	0.85	0.92	12.89	474963.0	1438593	35469335.0	77.16	77.16	12.9088917137	31824	0.144186257218	5:17:18	12-16-23:02:29
109_43317810_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_43317810_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_43317810_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	965.5873	paired	hg38	22684080	22684080	22683884	0.0	1225010.0	5.4	1474994.0	6.5	19724408	1415732.0	18308676	80.71	80.71	1375.0	0.89	0.94	17.35	259472.0	524544	17784132.0	78.4	78.4	10.664171725	20143	0.0934790150855	4:25:59	12-16-22:11:10
109_43429011_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_43429011_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_43429011_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1085.7443	paired	hg38	25255012	25255012	25254908	0.0	3403644.0	13.48	1455524.0	5.76	19968333	1341551.0	18626782	73.76	73.75	3733.0	0.91	0.95	21.1	427407.0	442995	18183787.0	72.0	72.0	11.5038860872	22287	0.101846470314	4:09:29	12-16-21:54:40
109_44144710_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_44144710_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_44144710_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	2554.062	paired	hg38	60420392	60420392	60412106	0.01	3197554.0	5.29	4070834.0	6.74	52510056	3548224.0	48961832	81.05	81.04	3526.0	0.85	0.92	12.61	633662.0	1933366	47028466.0	77.85	77.84	8.9729550809	26184	0.0758004520746	6:34:17	12-17-00:19:23
109_44373510_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_44373510_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_44373510_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1631.1585	paired	hg38	38679242	38679242	38679080	0.0	2197560.0	5.68	2509540.0	6.49	33559832	2472364.0	31087468	80.37	80.37	2227.0	0.88	0.94	16.33	412148.0	955957	30131511.0	77.9	77.9	10.355675575	24771	0.0996012283792	5:36:43	12-16-23:21:49
109_44642311_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_44642311_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_44642311_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	2342.0328	paired	hg38	53646452	53646452	53645766	0.0	7725624.0	14.4	2353188.0	4.39	42966361	2563915.0	40402446	75.31	75.31	6779.0	0.77	0.88	7.99	600593.0	2590408	37812038.0	70.48	70.48	17.9280907587	48154	0.333646606446	5:38:27	12-16-23:23:33
109_44964911_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_44964911_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_44964911_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1250.8386	paired	hg38	29405418	29405418	29405162	0.0	1676944.0	5.7	1820072.0	6.19	25561777	1838647.0	23723130	80.68	80.68	1938.0	0.88	0.94	15.49	346369.0	768272	22954858.0	78.06	78.06	12.0360166614	26679	0.120584804788	6:08:06	12-16-23:53:15
